key,representation,configuration,N,error,score,qualifies,score_status,n_raw,discrepancy_ratio,order,chart_id,chart,contract,catalogue_order,applicable,applicability_reason,tested_settings,catalogue_id,recommendation_order,display_selected,rank,optimal
Cleveland__04,Binned,bins_4,10.0,0.7476990980034458,96.69966996699671,True,qualifies,303,0.9346238725043072,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
Cleveland__04,Binned,bins_4,10.0,0.7476990980034458,96.69966996699671,True,qualifies,303,0.9346238725043072,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
Cleveland__04,Density,density_8,18.0,0.6744029210994786,94.05940594059405,True,qualifies,303,0.8430036513743483,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,5.0,False,5.0,False
Cleveland__04,Observations,raw,303.0,0.0,0.0,True,qualifies,303,0.0,12.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,6.0,False,6.0,False
Cleveland__04,Means,means,2.0,0.987515353570802,0.0,False,does_not_qualify,303,1.2343941919635024,14.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,7.0,False,7.0,False
Cleveland__04,,,,,,,not_applicable,303,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
Cleveland__04,,,,,,,not_applicable,303,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HeartFailure__00,Means,means,2.0,6.546625153940894,99.33110367892976,True,qualifies,299,0.6546625153940895,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
HeartFailure__00,Means,means,2.0,6.546625153940894,99.33110367892976,True,qualifies,299,0.6546625153940895,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
HeartFailure__00,Binned,bins_4,10.0,4.564379699248121,96.65551839464884,True,qualifies,299,0.4564379699248121,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HeartFailure__00,Binned,bins_4,10.0,4.564379699248121,96.65551839464884,True,qualifies,299,0.4564379699248121,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HeartFailure__00,Five-number,five_number,10.0,6.1188118811881225,96.65551839464884,True,qualifies,299,0.6118811881188122,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
HeartFailure__00,Five-number,five_number,10.0,6.1188118811881225,96.65551839464884,True,qualifies,299,0.6118811881188122,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
HeartFailure__00,Density,density_8,18.0,3.931913133831607,93.9799331103679,True,qualifies,299,0.3931913133831607,4.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
HeartFailure__00,,,,,,,not_applicable,299,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HeartFailure__00,,,,,,,not_applicable,299,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HeartFailure__01,Means,means,2.0,382.37145224682524,99.33110367892976,True,qualifies,299,0.10287486002884842,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
HeartFailure__01,Means,means,2.0,382.37145224682524,99.33110367892976,True,qualifies,299,0.10287486002884842,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
HeartFailure__01,Binned,bins_4,10.0,909.3697916666579,96.65551839464884,True,qualifies,299,0.24466075979903967,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HeartFailure__01,Binned,bins_4,10.0,909.3697916666579,96.65551839464884,True,qualifies,299,0.24466075979903967,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HeartFailure__01,Five-number,five_number,10.0,1988.0421052631589,96.65551839464884,True,qualifies,299,0.5348713982402244,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
HeartFailure__01,Five-number,five_number,10.0,1988.0421052631589,96.65551839464884,True,qualifies,299,0.5348713982402244,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
HeartFailure__01,Density,density_8,18.0,413.1309744677269,93.9799331103679,True,qualifies,299,0.1111505341787765,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
HeartFailure__01,,,,,,,not_applicable,299,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HeartFailure__01,,,,,,,not_applicable,299,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HeartFailure__02,Means,means,2.0,6.797259852216747,99.33110367892976,True,qualifies,299,0.4531506568144498,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
HeartFailure__02,Means,means,2.0,6.797259852216747,99.33110367892976,True,qualifies,299,0.4531506568144498,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
HeartFailure__02,Binned,bins_4,10.0,7.5356140350877325,96.65551839464884,True,qualifies,299,0.5023742690058488,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HeartFailure__02,Binned,bins_4,10.0,7.5356140350877325,96.65551839464884,True,qualifies,299,0.5023742690058488,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
HeartFailure__02,Five-number,five_number,10.0,9.400000000000006,96.65551839464884,True,qualifies,299,0.626666666666667,3.0,box,Box plot,Five-number summary; min–max whiskers,5,True,Implemented for the declared marginal comparison,1,6,5.0,False,5.0,False
HeartFailure__02,Five-number,five_number,10.0,9.400000000000006,96.65551839464884,True,qualifies,299,0.626666666666667,3.0,interval,Error-bar / interval plot,"Median dot, thick interquartile interval, thin min–max interval; not a confidence interval",14,True,Implemented for the declared marginal comparison,1,15,6.0,False,5.0,False
HeartFailure__02,Density,density_8,18.0,9.906707679682981,93.9799331103679,True,qualifies,299,0.660447178645532,5.0,violin,Violin plot,Sampled density on the declared grid,13,True,Implemented for the declared marginal comparison,6,14,7.0,False,7.0,False
HeartFailure__02,,,,,,,not_applicable,299,,,line,Line chart,Requires an ordered-trend target; row order is not time,1,False,Requires an ordered-trend target; row order is not time,0,2,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,scatter,Scatter plot,"Requires a joint-association target, not marginal contrast",2,False,"Requires a joint-association target, not marginal contrast",0,3,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,pie,Pie chart,Requires a declared part-to-whole target,3,False,Requires a declared part-to-whole target,0,4,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,stacked_bar,Stacked bar chart,Requires a declared component-composition target,7,False,Requires a declared component-composition target,0,8,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,area,Area chart,Requires an ordered-trend or accumulation target,8,False,Requires an ordered-trend or accumulation target,0,9,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,bubble,Bubble chart,Requires a joint-association and size-variable target,9,False,Requires a joint-association and size-variable target,0,10,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,treemap,Treemap,Requires a meaningful hierarchy and part-to-whole target,11,False,Requires a meaningful hierarchy and part-to-whole target,0,12,,False,,False
HeartFailure__02,,,,,,,not_applicable,299,,,choropleth,Choropleth map,Requires geographic identifiers and a geographic target,12,False,Requires geographic identifiers and a geographic target,0,13,,False,,False
HeartFailure__03,Means,means,2.0,30855.392478232214,99.33110367892976,True,qualifies,299,0.3342279051830988,1.0,bar,Bar chart,Two group means,0,True,Implemented for the declared marginal comparison,1,1,1.0,True,1.0,True
HeartFailure__03,Means,means,2.0,30855.392478232214,99.33110367892976,True,qualifies,299,0.3342279051830988,1.0,dot,Dot plot,Mean dots or all raw dots; report the chosen setting,10,True,Implemented for the declared marginal comparison,2,11,2.0,False,1.0,True
HeartFailure__03,Binned,bins_4,10.0,24365.538732394365,96.65551839464884,True,qualifies,299,0.2639293269379407,2.0,histogram,Histogram,Common bins with group probabilities,4,True,Implemented for the declared marginal comparison,5,5,3.0,False,3.0,False
HeartFailure__03,Binned,bins_4,10.0,24365.538732394365,96.65551839464884,True,qualifies,299,0.2639293269379407,2.0,heatmap,Heatmap,Two-by-bin probability matrix with common bin boundaries,6,True,Implemented for the declared marginal comparison,5,7,4.0,False,3.0,False
